F-DT-41-demission-validite-equivoque,default,démission du salarié volonté claire et non équivoque de rompre le contrat de travail,,
F-DT-41-demission-validite-equivoque,default,démission équivoque requalification en prise d'acte de la rupture,,
F-DT-43-rupture-anticipee-cdd,default,rupture anticipée du contrat à durée déterminée faute grave article L1243-1,,
F-DT-43-rupture-anticipee-cdd,default,rupture anticipée CDD dommages-intérêts rémunération jusqu'au terme article L1243-4,,
F-DT-46-pdv-rcc-conformite,default,rupture conventionnelle collective accord collectif validé conditions article L1237-19,,
F-DT-48-mise-a-pied-disciplinaire,default,mise à pied disciplinaire sanction distincte de la mise à pied conservatoire article L1331-1,,
F-DT-49-temps-partiel-requalification,default,requalification du contrat de travail à temps partiel en temps complet mentions obligatoires article L3123-6,,
F-DT-56-egalite-salariale-femmes-hommes,default,égalité de rémunération entre les femmes et les hommes travail de valeur égale article L3221-2,,
F-DT-61-lanceur-alerte-protection,default,nullité du licenciement du salarié lanceur d'alerte dénonciation de bonne foi,,
F-DT-64-burnout-reconnaissance-mp,default,reconnaissance maladie professionnelle affection psychique épuisement comité régional article L461-1,,
F-DT-65-elections-cse-conformite,default,élections professionnelles comité social et économique annulation protocole préélectoral,,
F-DT-70-modification-contrat-refus,default,modification du contrat de travail refus du salarié distinction simple changement des conditions de travail,,
F-DT-71-mutation-clause-mobilite,default,clause de mobilité mise en oeuvre de bonne foi définition précise de la zone géographique,,
F-DT-77-conge-paternite-maternite,default,nullité du licenciement de la salariée enceinte protection de la maternité article L1225-4,,
F-DT-82-teletravail-accord,default,télétravail accident du travail présomption d'imputabilité au temps et lieu de travail,,
F-DT-84-conciliation-cph-bca,default,barème d'indemnité de licenciement sans cause réelle et sérieuse article L1235-3,,
